epoch,accuracy,learning_rate,loss,top3_acc,top5_acc,val_accuracy,val_loss,val_oma,val_top3_acc,val_top5_acc
0,0.47044989466667175,0.0010000000474974513,0.20376871526241302,0.6339846253395081,0.7042456269264221,0.4844718873500824,0.12022395431995392,0.89396,0.657012403011322,0.7329471111297607
1,0.489574670791626,0.0010000000474974513,0.107744500041008,0.6502125263214111,0.7161300182342529,0.5113783478736877,0.0764719620347023,0.916925,0.6761333346366882,0.7450810074806213
2,0.5039556622505188,0.0010000000474974513,0.07450619339942932,0.6648806929588318,0.7285447716712952,0.5486271381378174,0.050638459622859955,0.94297,0.7160441875457764,0.787373423576355
3,0.5138053894042969,0.0010000000474974513,0.05810848996043205,0.6780874729156494,0.7425360679626465,0.5467303991317749,0.04146420210599899,0.955255,0.7221296429634094,0.7948881983757019
4,0.5201343894004822,0.0010000000474974513,0.04929489269852638,0.686017632484436,0.7501052618026733,0.5272472500801086,0.0356416180729866,0.96126,0.7046463489532471,0.7757030129432678
5,0.5232523679733276,0.0010000000474974513,0.044100258499383926,0.691119372844696,0.7560846209526062,0.5602118968963623,0.03314574435353279,0.964665,0.7518168687820435,0.8324310779571533
6,0.5270830988883972,0.0010000000474974513,0.04006366431713104,0.6972418427467346,0.7630724906921387,0.5560776591300964,0.029557228088378906,0.971045,0.7436575293540955,0.8123890161514282
7,0.5301464200019836,0.0010000000474974513,0.0370936281979084,0.700135350227356,0.7642551064491272,0.5176682472229004,0.034843120723962784,0.966985,0.7078146934509277,0.7786726951599121
8,0.5302561521530151,0.0010000000474974513,0.034657906740903854,0.6994409561157227,0.7626911401748657,0.5428980588912964,0.026498612016439438,0.975595,0.7217479348182678,0.7854143977165222
9,0.5296953320503235,0.0010000000474974513,0.03297082334756851,0.697570264339447,0.7598443627357483,0.5436049103736877,0.024956053122878075,0.97642,0.7299482226371765,0.7927461266517639
10,0.5303095579147339,0.0010000000474974513,0.03129180893301964,0.699265718460083,0.7610870599746704,0.5239075422286987,0.024066604673862457,0.97699,0.6980701684951782,0.761152446269989
11,0.5321969985961914,0.0010000000474974513,0.029971955344080925,0.7021912932395935,0.7639095783233643,0.5401288866996765,0.024266187101602554,0.97739,0.7099976539611816,0.776485800743103
12,0.53428715467453,0.0010000000474974513,0.028884444385766983,0.7039756178855896,0.7656909823417664,0.548520028591156,0.022933270782232285,0.978905,0.7276873588562012,0.796654462814331
13,0.5338331460952759,0.0010000000474974513,0.027897076681256294,0.7030855417251587,0.763734757900238,0.5244430303573608,0.022557880729436874,0.97998,0.688859224319458,0.7480214834213257
14,0.5343468189239502,0.0010000000474974513,0.02699877694249153,0.7042247653007507,0.764995813369751,0.5381348133087158,0.022134929895401,0.980175,0.7181862592697144,0.7821604013442993
15,0.5344566106796265,0.0010000000474974513,0.026138685643672943,0.7042656540870667,0.7650166749954224,0.5476145148277283,0.021599382162094116,0.98152,0.7219835519790649,0.7836053371429443
16,0.533633291721344,0.0010000000474974513,0.025569994002580643,0.7033626437187195,0.7643957138061523,0.5523446202278137,0.022066311910748482,0.981195,0.7280417680740356,0.7953653335571289
17,0.5356579422950745,0.0010000000474974513,0.02494085766375065,0.705095648765564,0.7655612230300903,0.5379946231842041,0.02069355547428131,0.98133,0.7178162336349487,0.783694863319397
18,0.5354593396186829,0.0010000000474974513,0.024332942441105843,0.7048410773277283,0.7650876045227051,0.564359724521637,0.02022658661007881,0.982405,0.7340473532676697,0.792814314365387
19,0.5355657339096069,0.0010000000474974513,0.02372114174067974,0.7048611044883728,0.7648334503173828,0.5481013655662537,0.020749595016241074,0.98203,0.7224333882331848,0.7893324494361877
20,0.5361804366111755,0.0010000000474974513,0.02323736436665058,0.7054065465927124,0.7655295133590698,0.5329256653785706,0.020214812830090523,0.9818,0.7119041085243225,0.7763417363166809
21,0.5375341176986694,0.0010000000474974513,0.02291318215429783,0.7068933248519897,0.7668673396110535,0.5365925431251526,0.01981280744075775,0.982375,0.7180635333061218,0.7809121608734131
22,0.5359759330749512,0.0010000000474974513,0.02251034416258335,0.7055079340934753,0.7652223706245422,0.5427461266517639,0.0205093827098608,0.981485,0.7137482762336731,0.7764079570770264
23,0.5358841419219971,0.0010000000474974513,0.022130414843559265,0.7060362100601196,0.7660786509513855,0.5323609709739685,0.01997624710202217,0.98239,0.7191852331161499,0.7812061905860901
24,0.5369406938552856,0.0010000000474974513,0.021736057475209236,0.7068841457366943,0.7668402194976807,0.5443001389503479,0.019612252712249756,0.982495,0.7279989123344421,0.785801887512207
25,0.5377368927001953,0.0005000000237487257,0.019765665754675865,0.7078109383583069,0.7669607996940613,0.5334417223930359,0.01776973158121109,0.984745,0.7052519917488098,0.7720867991447449
26,0.5370630025863647,0.0005000000237487257,0.019014177843928337,0.707534670829773,0.7670029401779175,0.5283845067024231,0.017641548067331314,0.98492,0.6890053153038025,0.7532345652580261
27,0.5370504856109619,0.0005000000237487257,0.018639041110873222,0.7075375914573669,0.7669879198074341,0.531155526638031,0.017531946301460266,0.98471,0.7024341821670532,0.7626284956932068
28,0.537891685962677,0.0005000000237487257,0.018281884491443634,0.7084640264511108,0.7681859731674194,0.5301488041877747,0.017508961260318756,0.98495,0.7049793601036072,0.770359456539154
29,0.5379718542098999,0.0005000000237487257,0.018030425533652306,0.7084794640541077,0.7687901854515076,0.5356811881065369,0.017516855150461197,0.98456,0.7061049342155457,0.7719388008117676
30,0.5367917418479919,0.0005000000237487257,0.01778576336801052,0.7076281905174255,0.7675592303276062,0.5141494274139404,0.017509322613477707,0.98497,0.690333366394043,0.7542997598648071
31,0.5381495952606201,0.0005000000237487257,0.01756921038031578,0.7090494632720947,0.7690810561180115,0.5275607705116272,0.017495373263955116,0.98488,0.6995832920074463,0.7640753984451294
32,0.5384321212768555,0.0005000000237487257,0.017404809594154358,0.7093858122825623,0.7699769735336304,0.5283669829368591,0.01751110702753067,0.985,0.7013222575187683,0.7654443979263306
33,0.5364186763763428,0.0002500000118743628,0.01657019928097725,0.7069705128669739,0.7663315534591675,0.5323804616928101,0.016872702166438103,0.98532,0.7050280570983887,0.7689204216003418
34,0.5380252599716187,0.0002500000118743628,0.016190551221370697,0.7093636989593506,0.7689959406852722,0.5230370759963989,0.01684303767979145,0.98504,0.6986290812492371,0.7612225413322449
35,0.5373162627220154,0.0002500000118743628,0.0159798301756382,0.7080605030059814,0.7678734064102173,0.5523290038108826,0.016867712140083313,0.985195,0.7190197110176086,0.7786376476287842
36,0.5383052229881287,0.0002500000118743628,0.015811724588274956,0.7094438076019287,0.7695429921150208,0.5266104340553284,0.016905995085835457,0.98499,0.6951355338096619,0.7568390965461731
37,0.5376884937286377,0.0002500000118743628,0.01567593589425087,0.709284782409668,0.7687634825706482,0.5354377627372742,0.016901081427931786,0.985095,0.6895388960838318,0.7473535537719727
38,0.5382042527198792,0.0002500000118743628,0.01553970854729414,0.7097654938697815,0.769245445728302,0.5303357243537903,0.016897765919566154,0.98529,0.7009795308113098,0.7605487704277039
39,0.5384671688079834,0.0002500000118743628,0.015408968552947044,0.7097100019454956,0.7693372964859009,0.5152398943901062,0.016934743151068687,0.985115,0.6967440247535706,0.7589149475097656
40,0.5391306281089783,0.0001250000059371814,0.014998970553278923,0.7110849618911743,0.7699056267738342,0.5382614135742188,0.016626223921775818,0.985385,0.71331787109375,0.7750389575958252
41,0.5369928479194641,0.0001250000059371814,0.0148398382589221,0.7088487148284912,0.7673234343528748,0.532986044883728,0.01663527451455593,0.98544,0.7087903022766113,0.7698804140090942
42,0.5364015698432922,0.0001250000059371814,0.014742940664291382,0.7086330056190491,0.7676001191139221,0.5468823313713074,0.01666746288537979,0.985015,0.7131543159484863,0.7727741599082947
43,0.5368459820747375,0.0001250000059371814,0.014656045474112034,0.708438515663147,0.767522931098938,0.5309491157531738,0.016651514917612076,0.985335,0.7030573487281799,0.7645934224128723
44,0.5379238724708557,0.0001250000059371814,0.014559682458639145,0.7099883556365967,0.7692020535469055,0.5201511383056641,0.016681211069226265,0.98523,0.6988043189048767,0.7620053887367249
45,0.5385677218437195,0.0001250000059371814,0.014483744278550148,0.7100864052772522,0.7702040076255798,0.5374435186386108,0.016719480976462364,0.985145,0.7115049362182617,0.7706827521324158
46,0.5362513661384583,0.0001250000059371814,0.01444190088659525,0.7076302766799927,0.7664158344268799,0.5395057797431946,0.016715295612812042,0.98526,0.7068721652030945,0.7654268741607666
47,0.5366261005401611,0.0001250000059371814,0.014390142634510994,0.708051323890686,0.76728755235672,0.5350015759468079,0.016796603798866272,0.98523,0.705820620059967,0.7674151062965393
48,0.5365513563156128,6.25000029685907e-05,0.014206132851541042,0.708299994468689,0.7673351168632507,0.5341914892196655,0.016588522121310234,0.985165,0.7029696702957153,0.7642818093299866
49,0.5365062952041626,6.25000029685907e-05,0.01409138459712267,0.7092146873474121,0.7679134607315063,0.5208813548088074,0.01661139912903309,0.985345,0.6990866661071777,0.7622857689857483
50,0.5387250185012817,6.25000029685907e-05,0.014037564396858215,0.7106401324272156,0.7704359889030457,0.538438618183136,0.016646189615130424,0.985015,0.7108486294746399,0.7711306214332581
51,0.5385168194770813,6.25000029685907e-05,0.01402760948985815,0.7110119462013245,0.7703058123588562,0.5386138558387756,0.016663726419210434,0.98521,0.7148309946060181,0.7779151797294617
52,0.5379159450531006,6.25000029685907e-05,0.013974152505397797,0.709830641746521,0.7685527801513672,0.5372429490089417,0.016617916524410248,0.985075,0.716310977935791,0.7772257924079895
53,0.5366949439048767,6.25000029685907e-05,0.01392841525375843,0.7096953988075256,0.7685557007789612,0.5253134965896606,0.01665201224386692,0.98509,0.6983486413955688,0.761526346206665
54,0.538109540939331,3.125000148429535e-05,0.01384157408028841,0.7108584046363831,0.7701756358146667,0.5367560982704163,0.01658744364976883,0.985085,0.7110453248023987,0.7734577059745789
55,0.5354718565940857,3.125000148429535e-05,0.013786746188998222,0.7092593312263489,0.768420934677124,0.5253388285636902,0.01660052314400673,0.9852,0.7033241391181946,0.7666361331939697
56,0.5360251665115356,3.125000148429535e-05,0.01376122422516346,0.7089630961418152,0.7677156925201416,0.5228890776634216,0.016600841656327248,0.98508,0.6980175971984863,0.7624201774597168
57,0.5371489524841309,3.125000148429535e-05,0.013731960207223892,0.7103668451309204,0.7691636681556702,0.5313016176223755,0.016619466245174408,0.985125,0.7088584899902344,0.7720887064933777
58,0.5374155640602112,3.125000148429535e-05,0.013730674050748348,0.7101085186004639,0.7687397003173828,0.5276854038238525,0.016623767092823982,0.985205,0.7094115018844604,0.7714948058128357
59,0.5386903882026672,3.125000148429535e-05,0.013705749996006489,0.7118561267852783,0.7712497115135193,0.5279930830001831,0.01662231981754303,0.98516,0.7056394815444946,0.7681083679199219
60,0.537605881690979,1.5625000742147677e-05,0.013641766272485256,0.7110428214073181,0.7706208825111389,0.5324018597602844,0.01660303957760334,0.985015,0.7112108469009399,0.7730117440223694
61,0.5392950773239136,1.5625000742147677e-05,0.013625004328787327,0.711884081363678,0.7707931995391846,0.5315625667572021,0.016587620601058006,0.985045,0.7138981819152832,0.7758743762969971
